Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM,seed
2011,Davidson,67.7308,128,67.0244,96,103.98,112,103.394,159,101.2,166,102.347,166,1.04643,154,NULL
2011,Dayton,65.8966,220,65.3604,187,99.9477,207,103.588,150,97.0559,67,96.9575,65,6.63005,96,NULL
2011,Delaware,63.1948,311,63.7759,264,99.0451,225,99.4864,232,104.135,242,102.941,175,-3.45413,200,NULL
2011,"Delaware St.",60.9287,341,59.8491,338,99.0977,221,98.4367,248,108.713,316,112.372,329,-13.9353,306,NULL
2011,Denver,58.8111,344,56.6301,345,100.664,194,99.3518,233,101.415,173,103.801,200,-4.44924,213,NULL
2011,DePaul,69.5311,50,68.6632,46,96.2603,273,102.449,172,109.564,325,105.685,240,-3.23656,196,NULL
2011,Detroit,70.692,35,70.1012,26,103.12,134,106.083,101,102.194,192,103.07,181,3.01266,132,NULL
2011,Drake,65.3653,244,65.0082,216,98.2174,237,100.38,212,103.271,213,104.717,224,-4.33675,209,NULL
2011,Drexel,63.3963,307,63.3012,282,100.395,198,98.6098,244,93.4547,21,92.3513,22,6.25848,99,NULL
2011,Duke,70.7504,33,69.1256,38,114.459,10,118.637,6,90.8377,8,89.0891,5,29.5475,2,1
2011,Duquesne,71.2827,26,70.9255,15,106.075,76,106.55,94,93.7104,26,93.4124,30,13.1381,55,NULL
2011,"East Carolina",65.3555,246,65.3193,191,102.382,152,105.296,115,104.265,246,103.196,184,2.09979,148,NULL
2011,"East Tennessee St.",65.5906,235,64.0693,254,102.634,143,102.472,171,96.6347,60,97.934,82,4.53816,118,NULL
2011,"Eastern Illinois",63.7022,300,63.0878,290,93.4223,299,92.2765,313,103.638,225,105.784,241,-13.5076,304,NULL
2011,"Eastern Kentucky",62.3714,324,61.2092,329,102.383,151,101.494,191,103.673,226,108.247,281,-6.75275,241,NULL
2011,"Eastern Michigan",67.1952,162,66.5158,126,88.7236,332,88.6324,333,96.9058,65,99.5523,107,-10.9199,282,NULL
2011,"Eastern Washington",66.0566,212,64.1088,250,97.4476,254,98.602,245,106.596,287,107.199,263,-8.59736,259,NULL
2011,Elon,69.45,53,67.5718,70,104.344,104,103.455,157,108.757,317,110.457,311,-7.00174,246,NULL
2011,Evansville,66.2044,201,66.6996,115,98.2422,234,100.151,219,101.764,185,101.804,145,-1.65348,184,NULL
2011,Fairfield,66.0558,213,65.4974,180,98.1331,242,97.7809,258,86.9226,1,91.6053,16,6.17567,101,NULL
2011,"Fairleigh Dickinson",67.3927,148,66.563,123,93.4922,298,92.4386,310,106.19,281,109.043,295,-16.6045,322,NULL
2011,FIU,69.6104,46,68.7925,42,100.447,197,99.9591,223,107.705,304,111.115,322,-11.1555,284,NULL
2011,Florida,63.6893,301,62.5758,309,109.694,36,114.555,23,96.9113,66,95.0304,45,19.5245,21,2
2011,"Florida A&M",67.7589,127,66.8313,108,89.3508,328,87.8561,335,100.691,148,106.364,249,-18.5082,325,NULL
2011,"Florida Atlantic",64.3015,280,62.8068,302,103.237,128,101.966,184,101.955,188,103.317,187,-1.35046,182,NULL
2011,"Florida Gulf Coast",69.3297,59,67.9349,59,93.6101,297,93.8723,301,103.551,221,105.23,234,-11.3577,285,NULL
2011,"Florida St.",69.6532,45,67.5152,73,99.0533,224,103.157,162,89.6939,3,88.1874,2,14.9701,45,10
2011,Fordham,67.8839,120,66.6503,119,94.7838,291,97.3834,264,108.954,318,109.02,294,-11.637,289,NULL
2011,"Fresno St.",67.4135,145,66.0048,157,99.1874,219,101.412,195,101.019,157,101.891,149,-0.479291,172,NULL
2011,Furman,63.6611,302,63.1638,287,106.569,66,104.37,131,100.88,151,101.998,156,2.372,145,NULL
2011,"Gardner Webb",65.6405,231,63.6839,272,92.8265,309,94.4685,295,102.696,197,104.177,211,-9.70862,271,NULL
2011,"George Mason",64.6733,265,65.0301,213,112.378,17,113.269,28,94.1214,27,94.9599,44,18.3096,26,8
2011,"George Washington",64.8121,261,63.9631,257,99.5693,211,100.66,209,100.938,156,101.234,133,-0.573889,174,NULL
2011,Georgetown,65.1498,251,63.7784,263,107.862,51,114.287,24,101.031,158,95.2916,48,18.9952,22,6
2011,Georgia,64.9962,255,64.1695,247,103.602,119,107.153,90,96.4666,56,95.1889,47,11.9637,64,10
2011,"Georgia Southern",68.1401,106,66.4403,128,90.9867,322,88.7765,332,109.28,321,108.476,287,-19.6996,329,NULL
2011,"Georgia St.",64.115,288,64.126,249,94.524,294,93.8756,300,98.2754,92,98.8557,93,-4.98009,223,NULL
2011,"Georgia Tech",69.007,71,68.2243,53,97.3612,259,101.547,189,96.723,61,95.5129,52,6.03377,102,NULL
2011,Gonzaga,68.1979,102,66.6571,118,110.305,31,110.61,51,95.0132,36,94.1013,37,16.5087,36,11
2011,"Grambling St.",69.4537,52,66.5282,125,86.4067,339,86.6206,338,96.9022,64,106.254,246,-19.6337,328,NULL
2011,"Green Bay",65.9284,219,65.2009,201,100.877,190,103.531,153,104.659,256,102.954,178,0.577225,160,NULL
2011,Hampton,67.6211,134,66.566,122,97.3629,258,93.9345,299,90.3353,7,97.7279,76,-3.79341,203,16
2011,Hartford,63.5761,304,63.4031,277,92.6294,314,92.0271,317,99.591,116,103.678,195,-11.6514,290,NULL
2011,Harvard,64.0739,290,63.7543,266,111.337,21,112.266,35,100.157,136,100.848,127,11.4183,68,NULL
2011,Hawaii,67.9748,116,66.2058,148,100.025,206,100.895,205,98.5251,97,100.405,121,0.490053,161,NULL
2011,"High Point",68.2539,98,67.2437,88,93.3384,300,93.8158,303,105.926,278,108.14,277,-14.3237,308,NULL
2011,Hofstra,64.7674,262,65.4596,182,106.438,69,107.916,82,106.082,279,104.989,230,2.92719,137,NULL
2011,"Holy Cross",65.8653,223,65.1037,207,100.974,188,100.981,202,103.887,233,106.103,243,-5.12229,225,NULL
2011,Houston,66.8889,174,65.9093,164,98.8682,229,100.693,207,104.077,240,105.444,239,-4.75057,218,NULL
2011,"Houston Baptist",73.6512,10,70.9586,14,93.1328,307,90.5213,326,106.367,284,112.727,334,-22.2061,337,NULL
2011,Howard,66.2162,200,64.974,220,88.4902,333,87.2466,336,105.916,277,111.368,323,-24.1218,340,NULL
2011,Idaho,65.134,252,63.8239,262,101.951,159,104.522,128,99.7698,120,101.615,140,2.90658,138,NULL
2011,"Idaho St.",64.9403,257,64.3352,244,97.0059,261,97.7802,259,111.058,337,110.598,313,-12.8179,300,NULL
2011,Illinois,66.4718,189,65.2946,194,106.76,64,112.305,33,98.039,86,92.727,25,19.5782,20,9
2011,"Illinois Chicago",65.6938,229,64.5999,232,92.8119,310,95.5581,284,105.455,269,103.73,198,-8.17157,257,NULL
2011,"Illinois St.",62.6578,318,62.7247,306,96.0088,276,95.2843,288,100.608,147,102.225,161,-6.94095,244,NULL
2011,Indiana,65.5961,234,65.0455,211,105.481,83,109.235,66,104.477,252,101.226,132,8.00905,84,NULL
2011,"Indiana St.",65.078,253,65.4175,185,100.042,205,101.49,192,97.9268,83,96.8677,63,4.62225,115,14
2011,Iona,69.6627,44,68.1197,55,111.981,19,113.204,29,97.6734,80,101.25,134,11.9544,65,NULL
2011,Iowa,67.4539,142,67.0992,93,98.6205,231,102.817,168,100.347,140,96.2612,56,6.55564,97,NULL
2011,"Iowa St.",71.0314,30,69.3777,34,104.453,102,107.612,86,98.0477,88,98.667,91,8.94513,80,NULL
2011,IPFW,67.163,166,65.4229,184,108.272,49,105.096,117,104.071,239,105.984,242,-0.887926,177,NULL
2011,IUPUI,63.2116,310,62.0376,319,110.199,32,110.727,49,108.309,313,106.995,261,3.73141,126,NULL
2011,"Jackson St.",66.6014,185,63.6592,273,95.3905,282,94.9042,293,95.2979,41,105.373,236,-10.4685,278,NULL
2011,Jacksonville,68.123,107,67.5457,72,97.5672,250,97.7795,260,94.2151,28,97.8714,80,-0.0918743,166,NULL
2011,"Jacksonville St.",62.6452,319,61.8157,323,95.2491,284,95.1453,290,104.315,248,107.457,270,-12.312,294,NULL
2011,"James Madison",66.8382,176,67.0103,97,106.87,62,107.849,85,101.291,167,101.629,141,6.2198,100,NULL
2011,Kansas,70.5076,38,68.9821,40,116.525,6,119.505,5,92.4144,13,90.8029,12,28.7018,3,1
2011,"Kansas St.",69.1149,67,66.786,112,105.024,92,109.524,61,95.9404,47,92.0845,20,17.4393,30,5
2011,"Kennesaw St.",66.052,214,64.0785,253,95.8362,278,97.731,261,111.967,338,114.309,340,-16.5777,321,NULL
2011,"Kent St.",67.3471,152,66.8425,107,102.692,142,103.556,152,96.7909,62,98.5012,88,5.05456,112,NULL
2011,Kentucky,67.24,158,65.932,163,113.602,12,117.76,7,94.8943,35,92.4889,23,25.2715,9,4
2011,"La Salle",72.063,19,71.2799,11,103.943,113,106.076,102,106.471,286,106.466,252,-0.389789,171,NULL
2011,Lafayette,66.503,188,64.7991,228,101.303,179,102.374,173,105.617,271,107.331,267,-4.95616,221,NULL
2011,Lamar,75.1399,3,73.8485,3,101.798,165,99.6792,228,103.086,206,106.328,248,-6.64888,238,NULL
2011,Lehigh,71.0841,29,70.3145,21,102.136,155,102.15,181,100.238,138,104.103,209,-1.953,187,NULL
2011,Liberty,66.6622,182,65.0546,210,97.3952,256,96.9246,271,98.9598,106,102.277,163,-5.35219,229,NULL
2011,Lipscomb,71.4651,25,69.7518,31,104.234,107,105.998,104,101.613,180,104.718,225,1.28042,153,NULL
2011,"LIU Brooklyn",74.5339,6,73.2043,5,110.06,33,108.912,70,98.5844,99,103.533,190,5.37973,107,15
2011,"Long Beach St.",69.5526,49,68.7593,44,103.532,121,106.293,99,99.7647,119,99.1409,100,7.15248,88,NULL
2011,Longwood,72.6241,13,70.265,22,98.9967,226,101.499,190,115.655,344,117.888,345,-16.3882,319,NULL
2011,"Louisiana Lafayette",69.1794,64,68.0929,57,99.5616,212,98.0647,255,101.504,177,103.919,203,-5.85472,234,NULL
2011,"Louisiana Monroe",63.3099,308,62.2449,313,92.7399,313,93.7974,304,109.133,319,112.717,333,-18.92,326,NULL
2011,"Louisiana Tech",68.1569,104,65.9392,162,92.8059,311,95.0733,291,100.223,137,101.761,144,-6.68747,239,NULL
2011,Louisville,68.3829,90,66.988,98,107.678,53,111.247,45,92.8978,17,88.3769,4,22.87,12,4
2011,"Loyola Chicago",66.321,197,64.8891,224,104.395,103,105.045,118,99.8908,126,102.331,165,2.71472,139,NULL
2011,"Loyola Marymount",68.2109,100,66.8132,111,100.325,200,101.316,197,104.539,255,104.761,226,-3.44428,199,NULL
2011,"Loyola MD",66.3961,191,65.2243,199,101.311,178,102.841,167,100.141,134,104.007,208,-1.16543,180,NULL
2011,LSU,66.1108,205,65.174,203,93.3267,301,94.6919,294,99.9414,128,100.592,124,-5.89978,235,NULL
2011,Maine,64.841,260,65.1212,206,105.139,91,104.029,138,103.061,205,107.447,269,-3.41866,198,NULL
2011,Manhattan,63.8619,295,62.7965,303,93.2722,303,95.8358,283,108.125,311,110.203,306,-14.3676,309,NULL
2011,Marist,66.5977,186,65.2318,197,90.1926,325,94.2017,296,108.634,315,110.522,312,-16.3206,318,NULL
2011,Marquette,68.6201,83,66.7571,113,110.602,27,115.623,16,101.177,164,97.4927,74,18.1301,28,11
2011,Marshall,67.788,124,67.3063,81,106.496,68,108.5,76,100.15,135,99.7517,110,8.74807,83,NULL
2011,Maryland,71.8102,21,70.0358,28,106.961,59,109.062,69,94.4989,31,93.8781,35,15.1843,42,NULL
2011,"Maryland Eastern Shore",69.577,47,69.2395,36,92.7448,312,91.4281,321,110.378,333,113.396,338,-21.9678,336,NULL
2011,Massachusetts,68.2716,96,66.927,101,96.1529,275,97.7293,262,99.5377,114,98.8746,95,-1.14527,179,NULL
2011,"McNeese St.",67.5182,138,65.3335,190,105.382,85,105.381,111,104.252,245,108.402,282,-3.02038,194,NULL
2011,Memphis,69.3134,60,67.8874,62,102.813,140,103.673,147,97.3981,76,96.7112,62,6.96184,91,12
2011,Mercer,67.293,154,65.6767,172,99.1463,220,100.271,215,101.407,172,104.154,210,-3.88275,205,NULL
2011,"Miami FL",66.0746,211,64.3343,245,107.019,58,111.297,44,101.417,174,99.0923,98,12.2044,63,NULL
2011,"Miami OH",63.8803,293,62.8391,300,100.588,195,104.729,125,107.568,302,106.49,253,-1.76103,185,NULL
2011,Michigan,61.603,333,61.959,322,105.662,80,110.77,48,101.198,165,95.3533,49,15.4164,40,8
2011,"Michigan St.",65.7577,225,65.0151,214,102.307,153,108.503,75,100.085,133,93.7079,32,14.7956,46,10
2011,"Middle Tennessee",67.1421,169,65.9874,158,100.065,204,97.8308,256,97.3764,75,99.9884,115,-2.15752,189,NULL
2011,Milwaukee,66.847,175,65.8307,167,101.418,177,103.826,143,103.174,209,101.343,137,2.48322,142,NULL
2011,Minnesota,65.5214,238,65.3157,192,105.154,89,109.487,62,102.711,199,96.9194,64,12.5674,59,NULL
2011,Mississippi,67.3474,151,66.322,143,109.599,39,112.224,37,102.137,191,102.539,168,9.68494,76,NULL
2011,"Mississippi St.",67.5923,135,66.608,121,103.211,129,106.669,92,103.808,232,103.687,196,2.98178,136,NULL
2011,"Mississippi Valley St.",74.1612,9,71.722,8,91.5828,320,93.0273,306,100.3,139,107.527,271,-14.4993,311,NULL
2011,Missouri,72.7273,12,71.2086,13,109.681,37,112.932,31,97.9669,85,96.3729,59,16.559,34,11
2011,"Missouri St.",62.1879,327,62.0619,318,111.168,24,111.969,38,100.043,132,101.817,146,10.1517,73,NULL
2011,Monmouth,64.1381,286,63.0271,292,93.3242,302,93.8372,302,101.13,162,104.299,212,-10.4623,277,NULL
2011,Montana,63.8189,296,62.8363,301,102.458,150,101.029,199,94.3442,30,95.1386,46,5.88998,104,NULL
2011,"Montana St.",65.508,240,64.7866,229,99.2337,218,99.6283,229,105.207,264,107.091,262,-7.46316,248,NULL
2011,"Morehead St.",64.1904,285,63.8399,261,105.992,77,105.208,116,95.9971,48,98.4152,86,6.79253,94,13
2011,"Morgan St.",68.2379,99,65.8924,165,97.7841,247,94.1199,298,97.4789,78,101.324,135,-7.20386,247,NULL
2011,"Mount St. Mary's",65.5437,237,64.3963,243,92.1227,318,94.1376,297,100.453,143,101.854,148,-7.71606,249,NULL
2011,"Murray St.",63.7513,299,62.5927,308,104.726,97,103.497,155,96.0689,50,100.484,123,3.01245,133,NULL
2011,Navy,72.259,18,69.7944,30,93.2444,304,92.5328,309,99.8644,124,102.185,159,-9.65217,269,NULL
2011,Nebraska,65.3319,248,62.6606,307,102.199,154,104.85,123,91.5709,10,91.7745,19,13.0752,56,NULL
2011,Nevada,68.2048,101,67.2782,84,101.426,176,103.88,142,104.089,241,102.952,177,0.927333,156,NULL
2011,"New Hampshire",61.9605,330,62.1032,317,92.0049,319,90.336,328,98.2049,91,101.835,147,-11.4992,288,NULL
2011,"New Mexico",66.7113,181,65.2898,195,108.474,48,111.132,46,97.9103,82,96.0676,54,15.0649,43,NULL
2011,"New Mexico St.",68.4401,87,67.0285,95,101.302,180,104.992,120,102.539,195,102.289,164,2.70315,140,NULL
2011,Niagara,68.6637,82,67.5458,71,89.7591,327,91.5923,320,102.363,193,104.335,213,-12.743,298,NULL
2011,"Nicholls St.",62.6448,320,60.325,332,98.1759,240,96.5107,276,99.9651,129,102.195,160,-5.68467,232,NULL
2011,NJIT,68.9707,72,65.9757,160,96.4728,269,92.1686,316,101.723,184,106.615,256,-14.4466,310,NULL
2011,"Norfolk St.",70.5749,37,69.1818,37,97.5602,251,96.4256,277,103.947,236,109.044,296,-12.6188,296,NULL
2011,"North Carolina",72.3548,17,70.5943,18,105.296,87,110.652,50,93.3377,20,89.1087,6,21.5431,16,2
2011,"North Carolina A&T",69.3729,57,68.2119,54,98.83,230,98.3649,249,106.811,290,110.646,314,-12.2814,292,NULL
2011,"North Carolina Central",66.6606,183,66.0409,156,97.3512,260,95.2991,287,104.939,260,110.273,308,-14.9735,313,NULL
2011,"North Carolina St.",67.9774,115,66.3562,139,104.036,111,109.117,68,103.765,228,102.114,158,7.0027,90,NULL
2011,"North Dakota",68.0727,111,66.8202,110,95.7588,280,91.4182,322,100.351,141,104.467,217,-13.0492,301,NULL
2011,"North Dakota St.",68.5039,86,67.3706,80,106.914,60,104.06,137,103.573,223,103.647,194,0.413063,162,NULL
2011,"North Florida",67.8045,123,65.7442,169,94.907,289,98.9888,238,104.004,237,103.965,206,-4.97612,222,NULL
2011,"North Texas",68.3639,93,67.4935,75,109.965,34,108.412,77,104.496,254,108.997,292,-0.584999,175,NULL
2011,Northeastern,63.0606,313,62.9936,294,104.557,100,107.894,83,110.906,336,110.936,319,-3.04196,195,NULL
2011,"Northern Arizona",65.6052,233,65.435,183,106.82,63,105.83,106,99.5866,115,101.894,150,3.93537,123,NULL
2011,"Northern Colorado",66.7474,178,67.118,92,106.39,70,106.011,103,99.4488,111,101.426,138,4.58447,116,15
2011,"Northern Illinois",69.1758,65,67.8818,63,97.5186,252,98.1858,251,105.833,274,108.463,284,-10.2767,275,NULL
2011,"Northern Iowa",59.5061,343,59.3976,343,105.656,81,108.23,79,102.758,200,103.972,207,4.25805,119,NULL
2011,Northwestern,63.5476,305,63.3951,278,111.505,20,115.642,15,106.796,289,103.29,185,12.3519,62,NULL
2011,"Northwestern St.",74.2395,8,71.5061,10,101.803,164,100.46,211,104.15,243,109.248,300,-8.78794,260,NULL
2011,"Notre Dame",64.603,267,63.3777,279,115.826,8,121.279,3,100.42,142,96.6246,61,24.6542,10,2
2011,Oakland,72.5613,14,71.6088,9,116.945,4,117.282,9,105.125,261,104.345,215,12.9371,58,13
2011,Ohio,68.0453,112,67.2952,83,105.725,79,106.619,93,102.705,198,105.279,235,1.3396,152,NULL
2011,"Ohio St.",64.4348,273,64.4098,241,119.336,1,123.643,1,93.5864,22,91.4115,14,32.232,1,1
2011,Oklahoma,65.7224,227,64.5625,233,99.514,213,104.142,136,103.906,234,101.646,142,2.49573,141,NULL
2011,"Oklahoma St.",66.2829,198,64.9871,219,101.065,186,105.83,105,98.9497,105,95.8304,53,10,74,NULL
2011,"Old Dominion",61.092,339,60.8228,330,107.864,50,109.126,67,95.1762,40,94.8747,43,14.251,49,9
2011,"Oral Roberts",67.3757,149,66.1651,150,111.187,23,110.397,54,107.692,303,106.439,250,3.95754,122,NULL
2011,Oregon,67.8151,122,66.3777,134,100.743,192,105.584,108,101.519,178,98.8705,94,6.71304,95,NULL
2011,"Oregon St.",70.6347,36,69.5573,33,98.1962,238,102.271,176,103.226,211,101.543,139,0.728239,159,NULL
2011,Pacific,61.382,338,59.8456,339,104.315,105,105.014,119,101.904,187,102.678,171,2.33657,146,NULL
2011,Penn,64.2447,283,63.6914,271,101.101,185,101.095,198,103.353,215,102.897,174,-1.80134,186,NULL
2011,"Penn St.",59.8818,342,59.8734,337,105.586,82,111.847,40,104.354,249,97.4264,72,14.4209,47,10
2011,Pepperdine,67.283,156,65.9861,159,101.49,174,103.887,141,109.438,323,109.074,297,-5.18712,226,NULL
2011,Pittsburgh,63.5924,303,62.2651,312,116.073,7,119.627,4,95.5812,45,92.2012,21,27.4261,4,1
2011,Portland,64.5573,268,62.9926,295,109.662,38,111.82,41,105.289,266,105.004,231,6.81528,93,NULL
2011,"Portland St.",68.5185,85,67.2217,89,104.312,106,103.561,151,109.562,324,112.727,335,-9.16679,265,NULL
2011,"Prairie View A&M",69.2143,63,66.6207,120,86.0742,341,85.2357,343,101.637,182,106.92,260,-21.6844,334,NULL
2011,Presbyterian,61.5074,335,59.4417,341,99.093,222,100.903,204,106.667,288,108.762,290,-7.8593,251,NULL
2011,Princeton,64.254,282,63.3505,280,106.251,75,106.219,100,97.4252,77,97.4016,71,8.81724,81,13
2011,Providence,72.4172,16,71.7985,7,104.581,99,109.347,65,103.794,231,101.939,153,7.40792,87,NULL
2011,Purdue,66.3216,196,66.3974,132,109.276,45,115.013,19,93.1151,19,89.4016,7,25.6115,6,3
